Dummy Policy No,ASSURED_AGE,NOMINEE_RELATION,OCCUPATION,POLICY SUMASSURED,Premium,PREMIUMPAYMENTMODE,Annual Income,HOLDERMARITALSTATUS,INDIV_REQUIREMENTFLAG,Policy Term,Policy Payment Term,CORRESPONDENCECITY,CORRESPONDENCESTATE,CORRESPONDENCEPOSTCODE,Product Type,CHANNEL,Bank code,POLICYRISKCOMMENCEMENTDATE,Date of Death,INTIMATIONDATE,STATUS,SUB_STATUS,Fraud Category
417,52,Wife,Agriculturist,"  500,000 ","  50,000 ",Yearly,"  350,000 ",Married,Non Medical,15,10,KHAMMAM,Telangana,507306,ULIP,Bancassurance,2,01-06-2023,-,-,Cancellation,Other Reason,Misrepresentation
418,55,Wife,Business,"  1,000,000 ","  100,000 ",Yearly,"  350,000 ",Married,Non Medical,12,10,BARPETA,Assam,781301,ULIP,Retail Agency,,01-06-2023,-,-,Cancellation,Other Reason,Misrepresentation
419,48,Wife,Agriculturist,"  300,000 ","  30,000 ",Yearly,"  360,000 ",Married,Non Medical,12,10,GUNTUR,Andhra Pradesh,522411,ULIP,Bancassurance,1,01-06-2023,-,-,Cancellation,Other Reason,Misrepresentation
420,48,Wife,Business,"  300,000 ","  30,000 ",Yearly,"  300,000 ",Married,Non Medical,12,10,Shivpuri,Madhya Pradesh,473585,ULIP,Bancassurance,7,05-06-2023,-,-,Cancellation,Other Reason,Misrepresentation
421,51,Spouse,Service,"  500,000 ","  50,000 ",Yearly,"  600,000 ",Married,Non Medical,12,10,UNNAO,Uttar Pradesh,209859,ULIP,Bancassurance,1,08-06-2023,-,-,Cancellation,Other Reason,Misrepresentation
422,49,Wife,Retired,"  1,000,000 ","  100,000 ",Yearly,"  504,000 ",Married,Non Medical,12,10,ALIGARH,Uttar Pradesh,202138,ULIP,Bancassurance,1,08-06-2023,-,-,Cancellation,Other Reason,Misrepresentation
423,53,Wife,Service,"  300,000 ","  30,000 ",Yearly,"  360,000 ",Married,Medical,12,10,KHAMMAM,Telangana,507115,ULIP,Bancassurance,1,19-06-2023,-,-,Cancellation,Other Reason,Misrepresentation
424,54,Wife,Service,"  300,000 ","  30,000 ",Yearly,"  360,000 ",Married,Medical,12,10,KHAMMAM,Telangana,507115,ULIP,Bancassurance,1,30-06-2023,-,-,Cancellation,Other Reason,Misrepresentation
425,54,Wife,Business,"  1,000,000 ","  100,000 ",Yearly,"  1,000,000 ",Married,Non Medical,12,10,NELLORE,Andhra Pradesh,524001,ULIP,Retail Agency,,20-06-2023,-,-,Cancellation,Other Reason,Misrepresentation
426,50,Spouse,Business,"  500,000 ","  50,000 ",Yearly,"  480,000 ",Married,Non Medical,12,10,BANDA,Uttar Pradesh,210129,ULIP,Retail Agency,,14-06-2023,-,-,Cancellation,Other Reason,Misrepresentation
427,51,Spouse,Business,"  500,000 ","  50,000 ",Yearly,"  600,000 ",Married,Non Medical,12,10,MURSHIDABAD,West Bengal,742103,ULIP,Retail Agency,,15-06-2023,-,-,Cancellation,Other Reason,Misrepresentation
428,48,Son,Housewife,"  500,000 ","  50,000 ",Yearly,"  350,000 ",Married,Non Medical,12,10,RAIBARELLY,Uttar Pradesh,229123,ULIP,Bancassurance,1,14-06-2023,-,-,Cancellation,Other Reason,Misrepresentation
429,50,Wife,Service,"  1,000,000 ","  100,000 ",Yearly,"  240,000 ",Married,Non Medical,12,10,Latehar,Jharkhand,829203,ULIP,Bancassurance,1,16-06-2023,-,-,Cancellation,Other Reason,Misrepresentation
430,54,Spouse,Service,"  500,000 ","  50,000 ",Yearly,"  600,000 ",Married,Non Medical,12,10,NALBARI,Assam,781347,ULIP,Bancassurance,1,19-06-2023,-,-,Cancellation,Other Reason,Misrepresentation
431,51,Son,Business,"  300,000 ","  30,000 ",Yearly,"  350,000 ",Married,Non Medical,12,10,KAUSHAMBI,Uttar Pradesh,212217,ULIP,Retail Agency,,26-06-2023,-,-,Cancellation,Other Reason,Misrepresentation
432,53,Wife,Service,"  500,000 ","  50,000 ",Yearly,"  1,164,000 ",Married,Non Medical,12,10,DIBRUGARH,Assam,786007,ULIP,Bancassurance,1,20-06-2023,-,-,Cancellation,Other Reason,Misrepresentation
433,51,Son,Service,"  1,500,000 ","  150,000 ",Yearly,"  600,000 ",Married,Non Medical,12,10,Raipur,Chhattisgarh,493441,ULIP,Retail Agency,,23-06-2023,-,-,Cancellation,Other Reason,Misrepresentation
434,51,Son,Service,"  1,000,000 ","  100,000 ",Yearly,"  780,000 ",Married,Medical,12,10,NIZAMABAD,Telangana,503164,ULIP,Bancassurance,8,30-06-2023,-,-,Cancellation,Other Reason,Misrepresentation
435,45,Wife,Service,"  500,000 ","  50,000 ",Yearly,"  420,000 ",Married,Non Medical,12,10,KURNOOL,Andhra Pradesh,518004,ULIP,Bancassurance,1,04-07-2023,-,-,Cancellation,Other Reason,Misrepresentation
436,53,Son,Business,"  499,000 ","  49,900 ",Yearly,"  300,000 ",Married,Non Medical,15,10,KARIM NAGAR,Telangana,505327,ULIP,Retail Agency,,06-07-2023,-,-,Cancellation,Other Reason,Misrepresentation
437,52,Son,Service,"  500,000 ","  50,000 ",Yearly,"  720,000 ",Married,Medical,12,10,Lakhimpur,Assam,787057,ULIP,Bancassurance,1,24-07-2023,-,-,Cancellation,Other Reason,Misrepresentation
438,48,Spouse,Agriculturist,"  300,000 ","  30,000 ",Yearly,"  360,000 ",Married,Non Medical,12,10,K.V.RANGAREDDY,Telangana,501101,ULIP,Bancassurance,8,06-07-2023,-,-,Cancellation,Other Reason,Misrepresentation
439,46,Wife,Business,"  500,000 ","  50,000 ",Yearly,"  660,000 ",Married,Non Medical,12,10,HYDERABAD,Telangana,500008,ULIP,Bancassurance,1,06-07-2023,-,-,Cancellation,Other Reason,Misrepresentation
440,48,Wife,Agriculturist,"  300,000 ","  30,000 ",Yearly,"  400,000 ",Married,Medical,12,10,HATHRAS,Uttar Pradesh,204101,ULIP,Bancassurance,1,28-07-2023,-,-,Cancellation,Other Reason,Misrepresentation
441,51,Wife,Service,"  500,000 ","  50,000 ",Yearly,"  600,000 ",Married,Non Medical,15,10,ADILABAD,Telangana,504299,ULIP,Bancassurance,1,07-07-2023,-,-,Cancellation,Other Reason,Misrepresentation
442,52,Son,Service,"  500,000 ","  50,000 ",Yearly,"  480,000 ",Married,Non Medical,12,10,CHITTOOR,Andhra Pradesh,517501,ULIP,Bancassurance,1,14-07-2023,-,-,Cancellation,Other Reason,Misrepresentation
443,52,Wife,Service,"  1,000,000 ","  100,000 ",Yearly,"  744,000 ",Married,Medical,12,10,-,-,-,ULIP,Retail Agency,,07-08-2023,-,-,Cancellation,Other Reason,Misrepresentation
444,54,Son,Agriculturist,"  500,000 ","  50,000 ",Yearly,"  360,000 ",Married,Non Medical,15,10,BARAN,Rajasthan,325215,ULIP,Retail Agency,,13-07-2023,-,-,Cancellation,Other Reason,Misrepresentation
445,50,Wife,Self-Employed,"  1,000,000 ","  100,000 ",Yearly,"  480,000 ",Married,Non Medical,12,10,BHILWARA,Rajasthan,311401,ULIP,Bancassurance,1,11-07-2023,-,-,Cancellation,Other Reason,Misrepresentation
446,54,Wife,Service,"  300,000 ","  30,000 ",Yearly,"  600,000 ",Married,Non Medical,12,10,BONGAIGAON,Assam,783384,ULIP,Bancassurance,1,12-07-2023,-,-,Cancellation,Other Reason,Misrepresentation
447,55,Wife,Service,"  500,000 ","  50,000 ",Yearly,"  780,000 ",Married,Non Medical,12,10,EAST SINGHBHUM,Jharkhand,832107,ULIP,Bancassurance,1,13-07-2023,-,-,Cancellation,Other Reason,Misrepresentation
448,51,Spouse,Service,"  500,000 ","  50,000 ",Yearly,"  780,000 ",Married,Medical,12,10,DHANBAD,Jharkhand,828306,ULIP,Bancassurance,1,20-07-2023,-,-,Cancellation,Other Reason,Misrepresentation
449,55,Grand Daughter,Housewife,"  400,000 ","  40,000 ",Yearly,"  420,000 ",Married,Non Medical,12,10,VAISHALI,Bihar,844508,ULIP,Bancassurance,1,17-07-2023,-,-,Cancellation,Other Reason,Misrepresentation
450,54,Wife,Business,"  1,000,000 ","  100,000 ",Yearly,"  600,000 ",Married,Non Medical,12,10,KARIM NAGAR,Telangana,505401,ULIP,Bancassurance,1,17-07-2023,-,-,Cancellation,Other Reason,Misrepresentation
451,54,Spouse,Business,"  300,000 ","  30,000 ",Yearly,"  480,000 ",Married,Non Medical,12,10,ANANTAPUR,Andhra Pradesh,515711,ULIP,Bancassurance,1,14-07-2023,-,-,Cancellation,Other Reason,Misrepresentation
452,52,Wife,Service,"  400,000 ","  40,000 ",Yearly,"  420,000 ",Married,Medical,12,10,Nalbari,Assam,781372,ULIP,Bancassurance,1,24-07-2023,-,-,Cancellation,Other Reason,Misrepresentation
453,48,Son,Agriculturist,"  300,000 ","  30,000 ",Yearly,"  300,000 ",Married,Medical,12,10,Ajmer,Rajasthan,305405,ULIP,Bancassurance,1,20-07-2023,-,-,Cancellation,Other Reason,Misrepresentation
454,48,Spouse,Service,"  1,000,000 ","  100,000 ",Yearly,"  800,000 ",Married,Non Medical,12,10,Farrukhabad,Uttar Pradesh,209724,ULIP,Bancassurance,1,19-07-2023,-,-,Cancellation,Other Reason,Misrepresentation
455,48,Sister,Service,"  300,000 ","  30,000 ",Yearly,"  960,000 ",Married,Medical,12,10,Dantewada,Chhattisgarh,494449,ULIP,Bancassurance,1,25-07-2023,-,-,Cancellation,Other Reason,Misrepresentation
456,46,Husband,Housewife,"  500,000 ","  50,000 ",Yearly,"  540,000 ",Married,Non Medical,12,10,Jaipur,Rajasthan,302012,ULIP,Bancassurance,6,25-07-2023,-,-,Cancellation,Other Reason,Misrepresentation
457,55,Wife,Service,"  500,000 ","  50,000 ",Yearly,"  600,000 ",Married,Non Medical,12,10,Baraut,Uttar Pradesh,250101,ULIP,Bancassurance,1,26-07-2023,-,-,Cancellation,Other Reason,Misrepresentation
458,54,Wife,Service,"  400,000 ","  40,000 ",Yearly,"  840,000 ",Married,Non Medical,12,10,NALBARI,Assam,781337,ULIP,Bancassurance,1,28-07-2023,-,-,Cancellation,Other Reason,Misrepresentation
459,48,Wife,Service,"  300,000 ","  30,000 ",Yearly,"  528,000 ",Married,Non Medical,12,10,Hathras,Uttar Pradesh,204211,ULIP,Bancassurance,1,27-07-2023,-,-,Cancellation,Other Reason,Misrepresentation
460,52,Brother,Business,"  500,000 ","  50,000 ",Yearly,"  406,480 ",Single,Non Medical,12,10,BASTAR,Chhattisgarh,494226,ULIP,Bancassurance,3,31-07-2023,-,-,Cancellation,Other Reason,Misrepresentation
461,54,Wife,Service,"  300,000 ","  30,000 ",Yearly,"  576,000 ",Married,Non Medical,12,10,WEST CHAMPARAN,Bihar,845107,ULIP,Bancassurance,1,31-07-2023,-,-,Cancellation,Other Reason,Misrepresentation
462,51,Husband,Housewife,"  300,000 ","  30,000 ",Yearly,"  250,000 ",Married,Non Medical,12,10,-,-,-,ULIP,Retail Agency,,30-08-2023,-,-,Cancellation,Other Reason,Misrepresentation
463,53,Niece,Service,"  500,000 ","  50,000 ",Yearly,"  400,000 ",widowed,Non Medical,12,10,BASTAR,Chhattisgarh,494228,ULIP,Bancassurance,1,07-08-2023,-,-,Cancellation,Other Reason,Misrepresentation
464,50,Spouse,Service,"  500,000 ","  50,000 ",Yearly,"  960,000 ",Married,Non Medical,12,10,-,-,-,ULIP,Bancassurance,1,08-08-2023,-,-,Cancellation,Other Reason,Misrepresentation
465,51,Wife,Service,"  800,000 ","  80,000 ",Yearly,"  504,000 ",Married,Non Medical,12,10,-,-,-,ULIP,Bancassurance,1,10-08-2023,-,-,Cancellation,Other Reason,Misrepresentation
466,52,Wife,Self-Employed,"  1,500,000 ","  150,000 ",Yearly,"  480,000 ",Married,Non Medical,18,10,-,-,-,ULIP,Retail Agency,,14-08-2023,-,-,Cancellation,Other Reason,Misrepresentation
467,54,Wife,Agriculturist,"  300,000 ","  30,000 ",Yearly,"  480,000 ",Married,Non Medical,12,10,-,-,-,ULIP,Bancassurance,1,11-08-2023,-,-,Cancellation,Other Reason,Misrepresentation
468,50,Wife,Business,"  500,000 ","  50,000 ",Yearly,"  480,000 ",Married,Non Medical,12,10,Kurnool,Andhra Pradesh,518501,ULIP,Bancassurance,1,28-08-2023,-,-,Cancellation,Other Reason,Misrepresentation
469,48,Son,Service,"  500,000 ","  50,000 ",Yearly,"  504,000 ",Married,Non Medical,12,10,ETAH,Uttar Pradesh,207247,ULIP,Bancassurance,1,17-08-2023,-,-,Cancellation,Other Reason,Misrepresentation
470,47,Wife,Service,"  2,000,000 ","  200,000 ",Yearly,"  840,000 ",Married,Non Medical,12,10,AJMER,Rajasthan,305001,ULIP,Bancassurance,1,14-08-2023,-,-,Cancellation,Other Reason,Misrepresentation
471,48,Son,Housewife,"  1,000,000 ","  100,000 ",Yearly,"  600,000 ",Married,Non Medical,12,10,Ajmer,Rajasthan,305001,ULIP,Bancassurance,1,24-08-2023,-,-,Cancellation,Other Reason,Misrepresentation
472,50,Wife,Service,"  300,000 ","  30,000 ",Yearly,"  400,000 ",Married,Non Medical,12,10,-,-,-,ULIP,Bancassurance,1,01-09-2023,-,-,Cancellation,Other Reason,Misrepresentation
473,53,Wife,Service,"  500,000 ","  50,000 ",Yearly,"  310,000 ",Married,Non Medical,12,10,Etah,Uttar Pradesh,207301,ULIP,Bancassurance,1,01-09-2023,-,-,Cancellation,Other Reason,Misrepresentation
474,54,Wife,Service,"  400,000 ","  40,000 ",Yearly,"  600,000 ",Married,Medical,12,10,Nowgong,Assam,782440,ULIP,Bancassurance,1,11-09-2023,-,-,Cancellation,Other Reason,Misrepresentation
475,49,Wife,Service,"  300,000 ","  30,000 ",Yearly,"  500,000 ",Married,Non Medical,12,10,Karnal,Haryana,132001,ULIP,Retail Agency,,04-09-2023,-,-,Cancellation,Other Reason,Misrepresentation
476,48,Wife,Business,"  600,000 ","  60,000 ",Yearly,"  400,000 ",Married,Non Medical,12,10,East Champaran,Bihar,845424,ULIP,Retail Agency,,29-08-2023,-,-,Cancellation,Other Reason,Misrepresentation
477,51,Wife,Agriculturist,"  500,000 ","  50,000 ",Yearly,"  352,000 ",Married,Non Medical,12,10,Sangrur,Punjab,148023,ULIP,Bancassurance,1,31-08-2023,-,-,Cancellation,Other Reason,Misrepresentation
478,51,Husband,Service,"  2,000,000 ","  200,000 ",Yearly,"  1,020,000 ",Married,Non Medical,15,10,Etawah,Uttar Pradesh,206001,ULIP,Retail Agency,,04-09-2023,-,-,Cancellation,Other Reason,Misrepresentation
479,51,Spouse,Service,"  500,000 ","  50,000 ",Yearly,"  600,000 ",Married,Non Medical,12,10,Hailakandi,Assam,788734,ULIP,Retail Agency,,07-09-2023,-,-,Cancellation,Other Reason,Misrepresentation
480,52,Son,Business,"  500,000 ","  50,000 ",Yearly,"  500,000 ",Married,Non Medical,12,10,-,-,-,ULIP,Retail Agency,,05-09-2023,-,-,Cancellation,Other Reason,Misrepresentation
481,53,Wife,Service,"  500,000 ","  50,000 ",Yearly,"  840,000 ",Married,Non Medical,12,10,KAMRUP,Assam,781354,ULIP,Bancassurance,1,06-09-2023,-,-,Cancellation,Other Reason,Misrepresentation
482,54,Niece,Service,"  750,000 ","  75,000 ",Yearly,"  600,000 ",Single,Non Medical,12,10,Narayanpur,Chhattisgarh,494661,ULIP,Retail Agency,,25-09-2023,-,-,Cancellation,Other Reason,Misrepresentation
483,55,Son,Service,"  500,000 ","  50,000 ",Yearly,"  672,000 ",Married,Non Medical,12,10,Burdwan,West Bengal,713321,ULIP,Bancassurance,1,14-09-2023,-,-,Cancellation,Other Reason,Misrepresentation
484,48,Husband,Housewife,"  300,000 ","  30,000 ",Yearly,"  180,000 ",Married,Non Medical,12,10,Seoni,Madhya Pradesh,480886,ULIP,Retail Agency,,18-09-2023,-,-,Cancellation,Other Reason,Misrepresentation
485,50,Wife,Service,"  500,000 ","  50,000 ",Yearly,"  700,000 ",Married,Non Medical,12,10,Moradabad,Uttar Pradesh,244001,ULIP,Bancassurance,1,13-09-2023,-,-,Cancellation,Other Reason,Misrepresentation
486,49,Husband,Housewife,"  400,000 ","  40,000 ",Yearly,"  360,000 ",Married,Non Medical,12,10,Karnal,Haryana,132041,ULIP,Retail Agency,,18-09-2023,-,-,Cancellation,Other Reason,Misrepresentation
487,52,Wife,Service,"  500,000 ","  50,000 ",Yearly,"  960,000 ",Married,Non Medical,12,10,Medak,Telangana,502001,ULIP,Bancassurance,1,15-09-2023,-,-,Cancellation,Other Reason,Misrepresentation
488,49,Wife,Service,"  500,000 ","  50,000 ",Yearly,"  600,000 ",Married,Non Medical,12,10,Karim Nagar,Telangana,505325,ULIP,Bancassurance,1,14-09-2023,-,-,Cancellation,Other Reason,Misrepresentation
489,52,Son,Agriculturist,"  1,000,000 ","  100,000 ",Yearly,"  1,000,000 ",Married,Non Medical,12,10,Sehore,Madhya Pradesh,466446,ULIP,Retail Agency,,21-09-2023,-,-,Cancellation,Other Reason,Misrepresentation
490,53,Wife,Agriculturist,"  500,000 ","  50,000 ",Yearly,"  400,000 ",Married,Non Medical,12,10,Rajnandgaon,Chhattisgarh,491558,ULIP,Bancassurance,3,20-09-2023,-,-,Cancellation,Other Reason,Misrepresentation
491,46,Daughter,Business,"  500,000 ","  50,000 ",Yearly,"  600,000 ",Married,Non Medical,12,10,Bilaspur,Chhattisgarh,495004,ULIP,Retail Agency,,22-09-2023,-,-,Cancellation,Other Reason,Misrepresentation
492,53,Wife,Agriculturist,"  300,000 ","  30,000 ",Yearly,"  480,000 ",Married,Non Medical,12,10,Sriganga Nagar,Rajasthan,335704,ULIP,Bancassurance,1,20-09-2023,-,-,Cancellation,Other Reason,Misrepresentation
493,53,Wife,Service,"  300,000 ","  30,000 ",Yearly,"  504,000 ",Married,Non Medical,12,10,Saharanpur,Uttar Pradesh,247001,ULIP,Bancassurance,1,20-09-2023,-,-,Cancellation,Other Reason,Misrepresentation
494,53,Spouse,Business,"  1,000,000 ","  100,000 ",Yearly,"  1,000,000 ",Married,Non Medical,12,10,Ranchi,Jharkhand,834003,ULIP,Retail Agency,,27-09-2023,-,-,Cancellation,Other Reason,Misrepresentation
495,46,Wife,Service,"  500,000 ","  50,000 ",Yearly,"  480,000 ",Married,Non Medical,20,10,Wardha,Maharashtra,442001,ULIP,Retail Agency,,25-09-2023,-,-,Cancellation,Other Reason,Misrepresentation
496,50,Wife,Construction Labour,"  1,000,000 ","  100,000 ",Yearly,"  1,200,000 ",Married,Non Medical,12,10,Khammam,Telangana,507117,ULIP,Bancassurance,1,26-09-2023,-,-,Cancellation,Other Reason,Misrepresentation
497,49,Wife,Business,"  500,000 ","  50,000 ",Yearly,"  525,000 ",Married,Non Medical,12,10,Kamrup,Assam,781382,ULIP,Retail Agency,,26-09-2023,-,-,Cancellation,Other Reason,Misrepresentation
498,52,Wife,Service,"  500,000 ","  50,000 ",Yearly,"  600,000 ",Married,Non Medical,12,10,Nagaon,Assam,782003,ULIP,Bancassurance,1,29-09-2023,-,-,Cancellation,Other Reason,Misrepresentation
499,50,Daughter,Business,"  500,000 ","  50,000 ",Yearly,"  540,000 ",Married,Non Medical,12,10,24 Parganas (S),West Bengal,743610,ULIP,Bancassurance,1,30-09-2023,-,-,Cancellation,Other Reason,Misrepresentation
500,49,Wife,Service,"  400,000 ","  40,000 ",Yearly,"  500,000 ",Married,Non Medical,12,10,Churachandpur,Manipur,795128,ULIP,Bancassurance,1,25-10-2023,-,-,Cancellation,Other Reason,Misrepresentation
501,48,Wife,Service,"  1,000,000 ","  100,000 ",Yearly,"  612,000 ",Married,Non Medical,12,10,Pali,Rajasthan,306421,ULIP,Bancassurance,1,04-10-2023,-,-,Cancellation,Other Reason,Misrepresentation
502,46,Wife,Service,"  300,000 ","  30,000 ",Yearly,"  720,000 ",Married,Non Medical,12,10,Thoubal,Manipur,795103,ULIP,Bancassurance,1,13-10-2023,-,-,Cancellation,Other Reason,Misrepresentation
503,51,Wife,Service,"  300,000 ","  30,000 ",Yearly,"  420,000 ",Married,Non Medical,12,10,Nalbari,Assam,781367,ULIP,Bancassurance,1,11-10-2023,-,-,Cancellation,Other Reason,Misrepresentation
504,49,Wife,Service,"  1,000,000 ","  100,000 ",Yearly,"  1,020,000 ",Married,Non Medical,12,10,Bokaro,Jharkhand,829114,ULIP,Bancassurance,1,11-10-2023,-,-,Cancellation,Other Reason,Misrepresentation
505,54,Brother,Service,"  400,000 ","  40,000 ",Yearly,"  1,500,000 ",Married,Non Medical,12,10,Nalbari,Assam,781303,ULIP,Bancassurance,1,17-10-2023,-,-,Cancellation,Other Reason,Misrepresentation
506,54,Wife,Agriculturist,"  300,000 ","  30,000 ",Yearly,"  360,000 ",Married,Non Medical,12,10,Bilaspur,Chhattisgarh,495334,ULIP,Bancassurance,3,12-10-2023,-,-,Cancellation,Other Reason,Misrepresentation
507,47,Son,Service,"  400,000 ","  40,000 ",Yearly,"  800,000 ",Married,Non Medical,12,10,Sonipat,Haryana,131301,ULIP,Bancassurance,1,16-10-2023,-,-,Cancellation,Other Reason,Misrepresentation
508,53,Son,Service,"  600,000 ","  60,000 ",Yearly,"  600,000 ",Married,Non Medical,12,10,Badaun,Uttar Pradesh,243621,ULIP,Bancassurance,1,17-10-2023,-,-,Cancellation,Other Reason,Misrepresentation
509,53,Wife,Business,"  499,000 ","  49,900 ",Yearly,"  480,000 ",Married,Non Medical,12,10,Sambalpur,Odisha,768213,ULIP,Retail Agency,,23-10-2023,-,-,Cancellation,Other Reason,Misrepresentation
510,54,Wife,Service,"  500,000 ","  50,000 ",Yearly,"  1,200,000 ",Married,Non Medical,12,10,Hisar,Haryana,125001,ULIP,Bancassurance,1,17-10-2023,-,-,Cancellation,Other Reason,Misrepresentation
511,46,Son,Business,"  300,000 ","  30,000 ",Yearly,"  400,000 ",Married,Non Medical,12,10,Dausa,Rajasthan,303325,ULIP,Bancassurance,6,20-10-2023,-,-,Cancellation,Other Reason,Misrepresentation
512,46,Wife,Service,"  500,000 ","  50,000 ",Yearly,"  480,000 ",Married,Non Medical,12,10,Badaun,Uttar Pradesh,243635,ULIP,Bancassurance,1,20-10-2023,-,-,Cancellation,Other Reason,Misrepresentation
513,54,Spouse,Service,"  1,000,000 ","  100,000 ",Yearly,"  1,000,000 ",Married,Non Medical,12,10,Dhanbad,Jharkhand,828205,ULIP,Bancassurance,1,18-10-2023,-,-,Cancellation,Other Reason,Misrepresentation
514,53,Son,Service,"  300,000 ","  30,000 ",Yearly,"  864,000 ",Married,Medical,12,10,Dibrugarh,Assam,786003,ULIP,Bancassurance,1,30-10-2023,-,-,Cancellation,Other Reason,Misrepresentation
515,52,Daughter,Business,"  500,000 ","  50,000 ",Yearly,"  1,000,000 ",Married,Non Medical,18,10,K.V.Rangareddy,Telangana,500054,ULIP,Retail Agency,,25-10-2023,-,-,Cancellation,Other Reason,Misrepresentation
516,54,Wife,Service,"  500,000 ","  50,000 ",Yearly,"  600,000 ",Married,Non Medical,12,10,Badaun,Uttar Pradesh,243634,ULIP,Bancassurance,1,27-10-2023,-,-,Cancellation,Other Reason,Misrepresentation
517,46,Wife,Service,"  300,000 ","  30,000 ",Yearly,"  672,000 ",Married,Medical,12,10,Imphal,Manipur,795001,ULIP,Bancassurance,1,31-10-2023,-,-,Cancellation,Other Reason,Misrepresentation
518,51,Daughter,Self-Employed,"  500,000 ","  50,000 ",Yearly,"  400,000 ",Married,Medical,12,10,Bokaro,Jharkhand,828134,ULIP,Retail Agency,,06-11-2023,-,-,Cancellation,Other Reason,Misrepresentation
519,49,Husband,Agriculturist,"  499,000 ","  49,900 ",Yearly,"  300,000 ",Married,Non Medical,12,10,Janjgir-Champa,Chhattisgarh,495557,ULIP,Retail Agency,,08-11-2023,-,-,Cancellation,Other Reason,Misrepresentation
520,55,Niece,Service,"  400,000 ","  40,000 ",Yearly,"  544,000 ",Single,Non Medical,15,10,Sundargarh,Odisha,770001,ULIP,Retail Agency,,20-11-2023,-,-,Cancellation,Other Reason,Misrepresentation
521,52,Spouse,Service,"  300,000 ","  30,000 ",Yearly,"  480,000 ",Married,Medical,12,10,Nowgong,Assam,782002,ULIP,Bancassurance,1,13-12-2023,-,-,Cancellation,Other Reason,Misrepresentation
522,53,Spouse,Service,"  500,000 ","  50,000 ",Yearly,"  600,000 ",Married,Medical,12,10,Moradabad,Uttar Pradesh,244001,ULIP,Bancassurance,1,15-12-2023,-,-,Cancellation,Other Reason,Misrepresentation
523,41,Mother,Agriculturist,"  500,000 ","  50,000 ",Yearly,"  420,000 ",Single,Non Medical,12,10,Moga,Punjab,142048,ULIP,Bancassurance,1,15-12-2023,-,-,Cancellation,Other Reason,Misrepresentation
524,53,Spouse,Service,"  928,000 ","  92,800 ",Yearly,"  1,500,000 ",Married,Non Medical,15,10,Khammam,Telangana,507115,ULIP,Retail Agency,,22-12-2023,-,-,Cancellation,Other Reason,Misrepresentation
